support_image_paths,query_image_path,probability,true_label,predicted_label
FK_274.JPG;FK_266.JPG;FK_292.JPG;RAMA6.JPG;RAMA5.JPG;KK11.jpg,FK_296.JPG,0.33744552731513977,0,0
FK_274.JPG;FK_266.JPG;FK_292.JPG;RAMA6.JPG;RAMA5.JPG;KK11.jpg,FK_284.JPG,0.3103232681751251,0,0
FK_274.JPG;FK_266.JPG;FK_292.JPG;RAMA6.JPG;RAMA5.JPG;KK11.jpg,FK_318.JPG,0.7219879627227783,0,1
FK_274.JPG;FK_266.JPG;FK_292.JPG;RAMA6.JPG;RAMA5.JPG;KK11.jpg,RAMA1.jpg,0.3144046366214752,1,0
FK_274.JPG;FK_266.JPG;FK_292.JPG;RAMA6.JPG;RAMA5.JPG;KK11.jpg,RAMA2.jpg,0.29990583658218384,1,0
FK_274.JPG;FK_266.JPG;FK_292.JPG;RAMA6.JPG;RAMA5.JPG;KK11.jpg,RAMA4.JPG,0.31922677159309387,1,0
RAMA2.jpg;RAMA5.JPG;KK11.jpg;FK_284.JPG;FK_323.JPG;FK_266.JPG,RAMA4.JPG,0.6106223464012146,1,1
RAMA2.jpg;RAMA5.JPG;KK11.jpg;FK_284.JPG;FK_323.JPG;FK_266.JPG,RAMA3.JPG,0.35253727436065674,1,0
RAMA2.jpg;RAMA5.JPG;KK11.jpg;FK_284.JPG;FK_323.JPG;FK_266.JPG,RAMA6.JPG,0.45333102345466614,1,0
RAMA2.jpg;RAMA5.JPG;KK11.jpg;FK_284.JPG;FK_323.JPG;FK_266.JPG,FK_296.JPG,0.6176542639732361,0,1
RAMA2.jpg;RAMA5.JPG;KK11.jpg;FK_284.JPG;FK_323.JPG;FK_266.JPG,FK_318.JPG,0.43990013003349304,0,0
RAMA2.jpg;RAMA5.JPG;KK11.jpg;FK_284.JPG;FK_323.JPG;FK_266.JPG,FK_344.JPG,0.606199324131012,0,1
FK_296.JPG;FK_284.JPG;FK_323.JPG;RAMA2.jpg;RAMA5.JPG;KK11.jpg,FK_292.JPG,0.4801955819129944,0,0
